conceptual_clarity_level,attention_span_category,retention_strength,problem_solving_speed_sec,error_pattern,growth_slope,response_to_feedback,revisions_per_week,days_between_revisions,method_of_revision,question_asking_nature,self_assessment_accuracy,exploration_tendency,teacher_relationship_quality,peer_learning_behavior,communication_clarity,discussion_engagement,test_anxiety_level,resilience_after_failure,motivation_intrinsic_vs_extrinsic,achievement_orientation,emotional_self_awareness,device_access_type,preferred_edtech_apps,digital_distraction_level,input_method_preference,highest_academic_level,study_space_quality,academic_pressure_at_home,family_responsibilities_hrs,support_system_strength,content_type_preference,knowledge_graph_nodes_covered,metacognitive_skill_level,ongoing_concept
3,2,62.0,310,calculation,0.19,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,64.0,330,calculation,0.23,3,1,6,"['flashcards', 'summarization']",2,-16.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,41.0,565,conceptual,-0.37,1,0,10,['summarization'],1,-53.0,1,1,1,1,1,5,1,0.022,1,1,0,['Wikipedia'],5,voice,none,1,5,17,1,['text'],['Sundial'],1,Water Clock
3,2,58.0,330,calculation,0.14,3,1,7,"['flashcards', 'summarization']",2,-24.0,2,3,2,3,2,4,2,0.39,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,44.0,520,conceptual,-0.21,1,0,12,['summarization'],1,-60.0,1,1,1,1,1,5,1,0.015,1,1,0,['Wikipedia'],5,voice,none,1,5,15,1,['text'],['Sundial'],1,Water Clock
1,1,21.0,580,conceptual,-0.72,1,0,14,['summarization'],1,-80.0,1,1,1,1,1,5,1,0.0001,1,1,0,['Wikipedia'],5,voice,none,1,5,24,1,['text'],['Sundial'],1,Water Clock
2,1,49.0,550,conceptual,-0.33,1,0,13,['summarization'],1,-59.0,1,1,1,1,1,5,1,0.033,1,1,0,['Wikipedia'],5,voice,none,1,5,17,1,['text'],['Sundial'],1,Water Clock
3,2,53.0,355,calculation,0.07,3,1,11,"['flashcards', 'summarization']",2,-29.0,2,3,2,3,2,4,2,0.33,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,41.0,530,conceptual,-0.39,1,0,13,['summarization'],1,-64.0,1,1,1,1,1,5,1,0.018,1,1,0,['Wikipedia'],5,voice,none,1,5,19,1,['text'],['Sundial'],1,Water Clock
3,2,66.0,320,calculation,0.21,3,1,7,"['flashcards', 'summarization']",2,-14.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,40.0,515,conceptual,-0.35,1,0,13,['summarization'],1,-65.0,1,1,1,1,1,5,1,0.03,1,1,0,['Wikipedia'],5,voice,none,1,5,12,1,['text'],['Sundial'],1,Water Clock
1,1,20.0,550,conceptual,-0.75,1,0,14,['summarization'],1,-80.0,1,1,1,1,1,5,1,0.0002,1,1,0,['Wikipedia'],5,voice,none,1,5,24,1,['text'],['Sundial'],1,Water Clock
3,2,63.0,330,calculation,0.27,3,1,6,"['flashcards', 'summarization']",2,-13.0,2,3,2,3,2,4,2,0.47,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,44.0,560,conceptual,-0.47,1,0,13,['summarization'],1,-73.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
2,1,47.0,540,conceptual,-0.36,1,0,11,['summarization'],1,-66.0,1,1,1,1,1,5,1,0.012,1,1,0,['Wikipedia'],5,voice,none,1,5,20,1,['text'],['Sundial'],1,Water Clock
2,1,49.0,505,conceptual,-0.2,2,0,10,['summarization'],1,-42.0,1,2,1,2,1,5,1,0.16,1,2,0,['Wikipedia'],5,voice,none,1,5,8,1,['text'],['Sundial'],1,Water Clock
3,2,66.0,315,calculation,0.24,3,1,6,"['flashcards', 'summarization']",2,-16.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,58.0,340,calculation,0.16,3,1,7,"['flashcards', 'summarization']",2,-23.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,46.0,500,conceptual,-0.27,1,0,13,['summarization'],1,-56.0,1,1,1,1,1,5,1,0.01,1,1,0,['Wikipedia'],5,voice,none,1,5,20,1,['text'],['Sundial'],1,Water Clock
4,3,81.0,205,careless,0.55,4,2,3,"['active_recall', 'spaced_repetition', 'practice_tests']",3,1.0,4,4,3,4,4,2,4,0.79,3,4,2,"['KhanAcademy', 'Anki', 'Brilliant']",2,typing,bachelor,5,2,1,3,"['video', 'simulation']","['Sundial', 'Water Clock', 'Hourglass', 'Candle Clock', 'Simple Pendulum', 'Time Period of Pendulum', 'Speed', 'SI Unit of Time', 'Uniform Linear Motion']",4,Non-uniform Linear Motion
1,1,31.0,530,conceptual,-0.62,1,0,14,['summarization'],1,-77.0,1,1,1,1,1,5,1,0.0035,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
2,1,36.0,520,conceptual,-0.41,1,0,12,['summarization'],1,-68.0,1,1,1,1,1,5,1,0.003,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
3,2,63.0,320,calculation,0.23,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
1,1,20.0,580,conceptual,-0.75,1,0,14,['summarization'],1,-80.0,1,1,1,1,1,5,1,0.0002,1,1,0,['Wikipedia'],5,voice,none,1,5,24,1,['text'],['Sundial'],1,Water Clock
2,1,39.0,550,conceptual,-0.46,1,0,14,['summarization'],1,-75.0,1,1,1,1,1,5,1,0.0015,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
2,1,40.0,550,conceptual,-0.44,1,0,14,['summarization'],1,-70.0,1,1,1,1,1,5,1,0.0003,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
1,1,32.0,560,conceptual,-0.63,1,0,14,['summarization'],1,-74.0,1,1,1,1,1,5,1,0.001,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
1,1,33.0,575,conceptual,-0.58,1,0,14,['summarization'],1,-77.0,1,1,1,1,1,5,1,0.0008,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
1,1,34.0,580,conceptual,-0.52,1,0,14,['summarization'],1,-72.0,1,1,1,1,1,5,1,0.0025,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
3,2,66.0,330,calculation,0.26,3,1,7,"['flashcards', 'summarization']",2,-16.0,2,3,2,3,2,4,2,0.46,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,44.0,515,conceptual,-0.33,1,0,11,['summarization'],1,-61.0,1,1,1,1,1,5,1,0.01,1,1,0,['Wikipedia'],5,voice,none,1,5,15,1,['text'],['Sundial'],1,Water Clock
4,3,74.0,215,careless,0.43,4,2,4,"['active_recall', 'spaced_repetition', 'practice_tests']",3,1.0,4,4,3,4,4,2,4,0.74,3,4,2,"['KhanAcademy', 'Anki', 'Brilliant']",2,typing,bachelor,5,2,1,3,"['video', 'simulation']","['Sundial', 'Water Clock', 'Hourglass', 'Candle Clock', 'Simple Pendulum', 'Time Period of Pendulum', 'Speed', 'SI Unit of Time', 'Uniform Linear Motion']",4,Non-uniform Linear Motion
3,2,61.0,330,calculation,0.2,3,1,6,"['flashcards', 'summarization']",2,-19.0,2,3,2,3,2,4,2,0.4,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
4,3,84.0,175,careless,0.63,5,3,2,"['active_recall', 'spaced_repetition', 'practice_tests', 'group_study']",3,5.0,4,5,3,4,5,2,4,0.83,3,4,2,"['Anki', 'Notion', 'Brilliant']",2,typing,master,5,2,1,3,"['video', 'simulation']","['Sundial', 'Water Clock', 'Hourglass', 'Candle Clock', 'Simple Pendulum', 'Time Period of Pendulum', 'Speed', 'SI Unit of Time', 'Uniform Linear Motion', 'Non-uniform Linear Motion']",4,Non-uniform Linear Motion
2,1,46.0,470,conceptual,-0.23,2,0,10,['summarization'],1,-39.0,1,2,1,2,1,5,1,0.19,1,2,0,['Wikipedia'],5,voice,none,1,5,7,1,['text'],['Sundial'],1,Water Clock
3,2,67.0,310,calculation,0.24,3,1,6,"['flashcards', 'summarization']",2,-16.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,39.0,540,conceptual,-0.4,1,0,12,['summarization'],1,-67.0,1,1,1,1,1,5,1,0.0025,1,1,0,['Wikipedia'],5,voice,none,1,5,20,1,['text'],['Sundial'],1,Water Clock
3,2,56.0,340,calculation,0.17,3,1,7,"['flashcards', 'summarization']",2,-23.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,45.0,515,conceptual,-0.31,1,0,11,['summarization'],1,-64.0,1,1,1,1,1,5,1,0.002,1,1,0,['Wikipedia'],5,voice,none,1,5,18,1,['text'],['Sundial'],1,Water Clock
3,2,64.0,325,calculation,0.22,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.42,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,60.0,340,calculation,0.19,3,1,7,"['flashcards', 'summarization']",2,-19.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,59.0,365,calculation,0.19,3,1,8,"['flashcards', 'summarization']",2,-21.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,35.0,520,conceptual,-0.46,1,0,14,['summarization'],1,-75.0,1,1,1,1,1,5,1,0.0015,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
1,1,40.0,580,conceptual,-0.66,1,0,14,['summarization'],1,-78.0,1,1,1,1,1,5,1,0.0003,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
3,2,66.0,335,calculation,0.26,3,1,7,"['flashcards', 'summarization']",2,-16.0,2,3,2,3,2,4,2,0.46,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,38.0,490,conceptual,-0.46,1,0,13,['summarization'],1,-72.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
4,3,76.0,205,careless,0.46,4,2,3,"['active_recall', 'spaced_repetition', 'practice_tests']",3,1.0,4,4,3,4,4,2,4,0.76,3,4,2,"['KhanAcademy', 'Anki', 'Brilliant']",2,typing,bachelor,5,2,1,3,"['video', 'simulation']","['Sundial', 'Water Clock', 'Hourglass', 'Candle Clock', 'Simple Pendulum', 'Time Period of Pendulum', 'Speed', 'SI Unit of Time', 'Uniform Linear Motion']",4,Non-uniform Linear Motion
3,2,62.0,310,calculation,0.26,3,1,6,"['flashcards', 'summarization']",2,-16.0,2,3,2,3,2,4,2,0.46,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,43.0,555,conceptual,-0.33,1,0,13,['summarization'],1,-66.0,1,1,1,1,1,5,1,0.008,1,1,0,['Wikipedia'],5,voice,none,1,5,20,1,['text'],['Sundial'],1,Water Clock
2,1,41.0,555,conceptual,-0.42,1,0,11,['summarization'],1,-69.0,1,1,1,1,1,5,1,0.002,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
3,2,63.0,315,calculation,0.23,3,1,6,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,55.0,385,calculation,0.1,3,1,8,"['flashcards', 'summarization']",2,-20.0,2,3,2,3,2,4,2,0.38,2,3,1,"['Quizlet', 'Brainly', 'Duolingo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
1,1,31.0,550,conceptual,-0.68,1,0,14,['summarization'],1,-73.0,1,1,1,1,1,5,1,0.003,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
2,1,47.0,530,conceptual,-0.37,1,0,12,['summarization'],1,-64.0,1,1,1,1,1,5,1,0.009,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
2,1,39.0,510,conceptual,-0.41,1,0,13,['summarization'],1,-73.0,1,1,1,1,1,5,1,0.004,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
3,2,59.0,355,calculation,0.14,3,1,8,"['flashcards', 'summarization']",2,-23.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,37.0,565,conceptual,-0.48,1,0,12,['summarization'],1,-68.0,1,1,1,1,1,5,1,0.005,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
2,1,41.0,525,conceptual,-0.38,1,0,13,['summarization'],1,-66.0,1,1,1,1,1,5,1,0.003,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
3,2,57.0,345,calculation,0.24,3,1,7,"['flashcards', 'summarization']",2,-21.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,61.0,350,calculation,0.21,3,1,7,"['flashcards', 'summarization']",2,-15.0,2,3,2,3,2,4,2,0.41,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,55.0,350,calculation,0.15,3,1,7,"['flashcards', 'summarization']",2,-21.0,2,3,2,3,2,4,2,0.41,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
4,3,83.0,185,careless,0.52,5,3,2,"['active_recall', 'spaced_repetition', 'practice_tests']",3,3.0,4,5,3,4,4,2,4,0.83,3,4,2,"['Anki', 'Coursera', 'Brilliant']",2,typing,bachelor,5,2,1,3,"['video', 'simulation']","['Sundial', 'Water Clock', 'Hourglass', 'Candle Clock', 'Simple Pendulum', 'Time Period of Pendulum', 'Speed', 'SI Unit of Time', 'Uniform Linear Motion']",4,Non-uniform Linear Motion
2,1,47.0,510,conceptual,-0.24,2,0,9,['summarization'],1,-41.0,1,2,1,2,1,5,1,0.16,1,2,0,['Wikipedia'],5,voice,none,1,5,10,1,['text'],['Sundial'],1,Water Clock
2,1,48.0,505,conceptual,-0.1,2,0,10,['summarization'],1,-31.0,1,2,1,2,1,5,1,0.19,1,2,0,['Wikipedia'],5,voice,none,1,5,9,1,['text'],['Sundial'],1,Water Clock
2,1,40.0,560,conceptual,-0.34,1,0,13,['summarization'],1,-63.0,1,1,1,1,1,5,1,0.007,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
2,1,39.0,550,conceptual,-0.44,1,0,13,['summarization'],1,-71.0,1,1,1,1,1,5,1,0.003,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
2,1,36.0,545,conceptual,-0.49,1,0,14,['summarization'],1,-69.0,1,1,1,1,1,5,1,0.0035,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
3,2,55.0,360,calculation,0.12,3,1,8,"['flashcards', 'summarization']",2,-24.0,2,3,2,3,2,4,2,0.39,2,3,1,"['Quizlet', 'Brainly', 'Duolingo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,63.0,305,calculation,0.24,3,1,6,"['flashcards', 'summarization']",2,-16.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
1,1,34.0,570,conceptual,-0.51,1,0,13,['summarization'],1,-74.0,1,1,1,1,1,5,1,0.0009,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
3,2,59.0,360,calculation,0.15,3,1,7,"['flashcards', 'summarization']",2,-20.0,2,3,2,3,2,4,2,0.39,2,3,1,"['Quizlet', 'Brainly', 'Duolingo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,64.0,330,calculation,0.26,3,1,7,"['flashcards', 'summarization']",2,-16.0,2,3,2,3,2,4,2,0.46,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,59.0,345,calculation,0.17,3,1,7,"['flashcards', 'summarization']",2,-21.0,2,3,2,3,2,4,2,0.41,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,63.0,305,calculation,0.23,3,1,7,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,59.0,340,calculation,0.14,3,1,7,"['flashcards', 'summarization']",2,-22.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,43.0,555,conceptual,-0.41,1,0,12,['summarization'],1,-66.0,1,1,1,1,1,5,1,0.002,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
3,2,61.0,345,calculation,0.19,3,1,6,"['flashcards', 'summarization']",2,-18.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,49.0,510,conceptual,-0.36,1,0,13,['summarization'],1,-69.0,1,1,1,1,1,5,1,0.006,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
3,2,66.0,285,calculation,0.28,3,2,5,"['flashcards', 'spaced_repetition']",2,-14.0,2,3,2,3,2,4,2,0.46,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
1,1,41.0,560,conceptual,-0.51,1,0,14,['summarization'],1,-76.0,1,1,1,1,1,5,1,0.0009,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
2,1,40.0,525,conceptual,-0.33,1,0,11,['summarization'],1,-66.0,1,1,1,1,1,5,1,0.008,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
3,2,68.0,290,calculation,0.28,3,2,5,"['flashcards', 'spaced_repetition']",2,-12.0,3,3,2,3,2,4,2,0.48,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,44.0,505,conceptual,-0.26,1,0,11,['summarization'],1,-54.0,1,1,1,1,1,5,1,0.007,1,1,0,['Wikipedia'],5,voice,none,1,5,19,1,['text'],['Sundial'],1,Water Clock
2,1,36.0,535,conceptual,-0.43,1,0,13,['summarization'],1,-67.0,1,1,1,1,1,5,1,0.003,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
3,2,64.0,300,calculation,0.2,3,1,7,"['flashcards', 'summarization']",2,-15.0,2,3,2,3,2,4,2,0.45,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,45.0,520,conceptual,-0.33,1,0,13,['summarization'],1,-67.0,1,1,1,1,1,5,1,0.008,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
1,1,32.0,540,conceptual,-0.69,1,0,14,['summarization'],1,-78.0,1,1,1,1,1,5,1,0.0004,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
2,1,49.0,565,conceptual,-0.31,1,0,12,['summarization'],1,-66.0,1,1,1,1,1,5,1,0.005,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
1,1,30.0,570,conceptual,-0.53,1,0,13,['summarization'],1,-71.0,1,1,1,1,1,5,1,0.001,1,1,0,['Wikipedia'],5,voice,none,1,5,20,1,['text'],['Sundial'],1,Water Clock
2,1,44.0,535,conceptual,-0.35,1,0,12,['summarization'],1,-64.0,1,1,1,1,1,5,1,0.006,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
2,1,34.0,550,conceptual,-0.46,1,0,13,['summarization'],1,-72.0,1,1,1,1,1,5,1,0.004,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
1,1,39.0,575,conceptual,-0.56,1,0,13,['summarization'],1,-70.0,1,1,1,1,1,5,1,0.003,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
2,1,44.0,550,conceptual,-0.45,1,0,14,['summarization'],1,-70.0,1,1,1,1,1,5,1,0.0003,1,1,0,['Wikipedia'],5,voice,none,1,5,23,1,['text'],['Sundial'],1,Water Clock
2,1,39.0,520,conceptual,-0.41,1,0,11,['summarization'],1,-68.0,1,1,1,1,1,5,1,0.003,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
1,1,34.0,565,conceptual,-0.49,1,0,13,['summarization'],1,-68.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
3,2,56.0,335,calculation,0.14,3,1,7,"['flashcards', 'summarization']",2,-24.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Duolingo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,57.0,340,calculation,0.14,3,1,7,"['flashcards', 'summarization']",2,-23.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'Duolingo']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
4,2,74.0,255,calculation,0.32,4,2,3,"['active_recall', 'flashcards', 'spaced_repetition']",2,-4.0,3,4,2,4,3,3,3,0.74,2,3,2,"['KhanAcademy', 'Quizlet', 'Anki']",3,typing,high_school,4,3,2,2,"['video', 'practice_tests']","['Sundial', 'Water Clock', 'Hourglass', 'Candle Clock', 'Simple Pendulum', 'Time Period of Pendulum', 'Speed', 'SI Unit of Time']",3,Uniform Linear Motion
2,1,34.0,585,conceptual,-0.52,1,0,14,['summarization'],1,-73.0,1,1,1,1,1,5,1,0.0007,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
3,2,61.0,345,calculation,0.18,3,1,7,"['flashcards', 'summarization']",2,-19.0,2,3,2,3,2,4,2,0.42,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,61.0,340,calculation,0.21,3,1,7,"['flashcards', 'summarization']",2,-19.0,2,3,2,3,2,4,2,0.43,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,64.0,285,calculation,0.22,3,1,6,"['flashcards', 'summarization']",2,-14.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
3,2,66.0,325,calculation,0.18,3,1,8,"['flashcards', 'summarization']",2,-17.0,2,3,2,3,2,4,2,0.44,2,3,1,"['Quizlet', 'Brainly', 'StackOverflow']",4,writing,primary_school,3,4,3,2,"['text', 'video']","['Sundial', 'Water Clock']",2,Hourglass
2,1,44.0,510,conceptual,-0.33,1,0,13,['summarization'],1,-67.0,1,1,1,1,1,5,1,0.008,1,1,0,['Wikipedia'],5,voice,none,1,5,21,1,['text'],['Sundial'],1,Water Clock
1,1,32.0,580,conceptual,-0.65,1,0,14,['summarization'],1,-73.0,1,1,1,1,1,5,1,0.0009,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
2,1,46.0,560,conceptual,-0.46,1,0,14,['summarization'],1,-73.0,1,1,1,1,1,5,1,0.0045,1,1,0,['Wikipedia'],5,voice,none,1,5,22,1,['text'],['Sundial'],1,Water Clock
